장기서비스여부,전체회차,현재회차,서비스시작시간,서비스종료시간,기존고객여부,결재형태,서비스주소,주거형태,평수,반려동물,부재중여부,우선청소,쿠폰사용여부,매니저생년월일,매니저성별,매니저사용휴대폰,매니저이동방법,근무가능지역,CS교육이수여부,청소교육이수여부,부재중서비스가능여부,추천인여부,결측치개수,n주소,n지역,가입월,가입시즌별구분,가입계절,가입일,가입일구분,가입연도,접수월,접수시즌별구분,접수계절,접수일자,접수일구분,접수연도,최초서비스월,최초서비스시즌별구분,최초서비스계절,최초서비스일자,최초서비스일구분,최초서비스연도,서비스월,서비스시즌별구분,서비스계절,서비스일,서비스일구분,서비스연도,매니저세대세분화,매니저세대연도세분화,회원기간(달),서비스이용시간,전체서비스이용시간,고객등급분류,서비스규모구분,장기노동여부,단기노동여부,휴면기간(일),다이렉트접수여부,대기기간(일),다이렉트서비스여부,준비기간(일),new다이렉트서비스여부,클리닉기간(일),매니저나이,서비스일자일치여부,즉흥서비스여부,타겟팅고객여부,서비스진행도,근무가능지역여부,서비스주소_근무가능지역,상대적거리,여부총합,주거형태_mean_enc,반려동물_mean_enc,매니저사용휴대폰_mean_enc,매니저이동방법_mean_enc,근무가능지역_mean_enc,서비스월_mean_enc,서비스계절_mean_enc,서비스일_mean_enc,서비스일구분_mean_enc,서비스연도_mean_enc,고객개인정보,매니저개인정보
1,4,1,1900-01-01 09:00:00,1900-01-01 13:00:00,1,가상계좌,천안/아산,일반주택,40평대이상,없음,0.0,방,0,1969,0,안드로이드,대중교통,기타,0.0,0.0,1,0,1,6,3.0,8,시즌초,여름,30,말기,2019,11,시즌말,가을,3,초기,2020,11,시즌말,가을,17,중기,2020,11,시즌말,가을,17,중기,2020,60년대,세대말기,14,4,16,Gold,1,0,0,431,0,445,0,14,0,0,52,1,0,0,0.25,0,천안/아산_기타,2,4.0,0.09569996374048786,0.09618557315177127,0.09747954090494923,0.0998070657498033,0.0940264207558472,0.09757308198306233,0.09584986146141038,0.1040919085852354,0.09555883700129883,0.09666383592430217,가상계좌_천안/아산_일반주택_40평대이상_없음_Gold,1969_안드로이드_대중교통_60년대_세대말기
1,4,2,1900-01-01 14:00:00,1900-01-01 18:00:00,1,신용카드,천안/아산,일반주택,30평대,없음,0.0,미응답,0,1955,0,안드로이드,대중교통,기타,0.0,0.0,1,0,2,6,3.0,6,시즌초,여름,22,말기,2020,1,휴식기,겨울,19,중기,2021,1,휴식기,겨울,25,말기,2021,2,휴식기,겨울,8,초기,2021,50년대,세대중기,7,4,16,Gold,1,0,0,211,0,217,0,6,0,14,66,0,0,0,0.5,0,천안/아산_기타,2,4.0,0.09569996374048786,0.09618557315177127,0.09747954090494923,0.0998070657498033,0.0940264207558472,0.09235113771073089,0.09515821094313318,0.09062124044830519,0.09634353371195928,0.09630763345093962,신용카드_천안/아산_일반주택_30평대_없음_Gold,1955_안드로이드_대중교통_50년대_세대중기
1,4,3,1900-01-01 14:00:00,1900-01-01 18:00:00,1,신용카드,천안/아산,일반주택,30평대,없음,0.0,미응답,0,1974,0,안드로이드,자차,천안/아산,1.0,1.0,1,0,2,6,4.0,6,시즌초,여름,22,말기,2020,7,시즌초,여름,7,초기,2021,7,시즌초,여름,12,중기,2021,8,시즌초,여름,3,초기,2021,70년대,세대중기,13,4,16,Gold,1,0,0,380,0,385,0,5,0,22,47,0,0,0,0.75,1,천안/아산_천안/아산,1,7.0,0.09569996374048786,0.09618557315177127,0.09747954090494923,0.08298623595246656,0.09725282592110154,0.09012129177309842,0.09352919023779387,0.0939151628844375,0.09634353371195928,0.09630763345093962,신용카드_천안/아산_일반주택_30평대_없음_Gold,1974_안드로이드_자차_70년대_세대중기
1,4,1,1900-01-01 09:00:00,1900-01-01 13:00:00,1,신용카드,천안/아산,일반주택,미응답,없음,0.5,미응답,1,1959,0,안드로이드,자차,천안/아산,0.0,1.0,1,0,4,6,4.0,4,시즌초,봄,11,중기,2019,10,시즌말,가을,28,말기,2019,10,시즌말,가을,31,말기,2019,10,시즌말,가을,31,말기,2019,50년대,세대말기,7,4,16,Gold,1,0,0,200,0,203,0,3,0,0,62,1,0,0,0.25,1,천안/아산_천안/아산,1,7.5,0.09569996374048786,0.09618557315177127,0.09747954090494923,0.08298623595246656,0.09725282592110154,0.09310382400472958,0.09584986146141038,0.1025428264912357,0.09496963130241444,0.09339647934212993,신용카드_천안/아산_일반주택_미응답_없음_Gold,1959_안드로이드_자차_50년대_세대말기
1,4,1,1900-01-01 09:00:00,1900-01-01 13:00:00,1,신용카드,천안/아산,일반주택,20평대,없음,0.0,화장실,0,1969,0,안드로이드,대중교통,천안/아산,0.0,0.0,0,0,1,6,4.0,8,시즌초,여름,20,말기,2020,11,시즌말,가을,12,중기,2020,11,시즌말,가을,19,중기,2020,11,시즌말,가을,19,중기,2020,60년대,세대말기,3,4,16,Gold,1,0,0,84,0,91,0,7,0,0,52,1,0,0,0.25,1,천안/아산_천안/아산,1,4.0,0.09569996374048786,0.09618557315177127,0.09747954090494923,0.0998070657498033,0.09725282592110154,0.09757308198306233,0.09584986146141038,0.09613076834927092,0.09555883700129883,0.09666383592430217,신용카드_천안/아산_일반주택_20평대_없음_Gold,1969_안드로이드_대중교통_60년대_세대말기
1,7,3,1900-01-01 09:00:00,1900-01-01 13:00:00,1,신용카드,천안/아산,일반주택,40평대이상,없음,0.0,방,0,1980,0,안드로이드,대중교통,천안/아산,0.0,0.0,1,0,1,6,4.0,2,휴식기,겨울,13,중기,2020,1,휴식기,겨울,28,말기,2021,2,휴식기,겨울,1,초기,2021,2,휴식기,겨울,8,초기,2021,80년대,세대초기,12,4,28,Gold,1,0,0,350,0,354,0,4,0,7,41,0,0,0,0.429,1,천안/아산_천안/아산,1,5.0,0.09569996374048786,0.09618557315177127,0.09747954090494923,0.0998070657498033,0.09725282592110154,0.09235113771073089,0.09515821094313318,0.09062124044830519,0.09634353371195928,0.09630763345093962,신용카드_천안/아산_일반주택_40평대이상_없음_Gold,1980_안드로이드_대중교통_80년대_세대초기
1,4,1,1900-01-01 09:00:00,1900-01-01 13:00:00,0,신용카드,천안/아산,일반주택,40평대이상,없음,0.0,화장실,0,1961,0,안드로이드,대중교통,천안/아산,0.0,0.0,1,0,0,6,4.0,5,시즌초,봄,26,말기,2021,5,시즌초,봄,5,초기,2021,5,시즌초,봄,26,말기,2021,5,시즌초,봄,26,말기,2021,60년대,세대초기,0,4,16,Gold,1,0,0,-21,1,0,0,21,0,0,60,1,1,1,0.25,1,천안/아산_천안/아산,1,7.0,0.09569996374048786,0.09618557315177127,0.09747954090494923,0.0998070657498033,0.09725282592110154,0.09670514332040854,0.09970934474115466,0.08863175279238558,0.09496963130241444,0.09630763345093962,신용카드_천안/아산_일반주택_40평대이상_없음_Gold,1961_안드로이드_대중교통_60년대_세대초기
1,4,2,1900-01-01 09:00:00,1900-01-01 18:00:00,1,가상계좌,서울,일반주택,미응답,없음,0.5,미응답,0,1971,0,안드로이드,대중교통,서울,0.0,0.0,1,0,4,3,3.0,9,시즌초,가을,30,말기,2019,10,시즌말,가을,10,중기,2019,10,시즌말,가을,14,중기,2019,10,시즌말,가을,17,중기,2019,70년대,세대초기,1,9,36,Diamond,1,1,1,10,0,14,0,4,0,3,50,0,0,0,0.5,1,서울_서울,1,7.5,0.09569996374048786,0.09618557315177127,0.09747954090494923,0.0998070657498033,0.08631445594203078,0.09310382400472958,0.09584986146141038,0.1040919085852354,0.09555883700129883,0.09339647934212993,가상계좌_서울_일반주택_미응답_없음_Diamond,1971_안드로이드_대중교통_70년대_세대초기
1,4,2,1900-01-01 09:00:00,1900-01-01 13:00:00,1,신용카드,서울,일반주택,20평대,개,1.0,방,0,1961,0,안드로이드,대중교통,원주/춘천,0.0,0.0,1,1,1,4,3.0,6,시즌초,여름,24,말기,2020,1,휴식기,겨울,5,초기,2021,1,휴식기,겨울,12,중기,2021,1,휴식기,겨울,19,중기,2021,60년대,세대초기,7,4,16,Gold,1,0,0,195,0,202,0,7,0,7,60,0,0,0,0.5,0,서울_원주/춘천,1,6.0,0.09569996374048786,0.09253928658095997,0.09747954090494923,0.0998070657498033,0.08786445404261842,0.09314054518648374,0.09515821094313318,0.09613076834927092,0.09555883700129883,0.09630763345093962,신용카드_서울_일반주택_20평대_개_Gold,1961_안드로이드_대중교통_60년대_세대초기
1,4,1,1900-01-01 09:00:00,1900-01-01 13:00:00,0,무통장입금,서울,일반주택,30평대,없음,0.0,방,0,1970,0,안드로이드,대중교통,천안/아산,0.0,0.0,0,0,1,2,4.0,7,시즌초,여름,15,중기,2020,7,시즌초,여름,5,초기,2020,7,시즌초,여름,15,중기,2020,7,시즌초,여름,15,중기,2020,70년대,세대초기,0,4,16,Gold,1,0,0,-10,1,0,0,10,0,0,51,1,1,1,0.25,0,서울_천안/아산,1,5.0,0.09569996374048786,0.09618557315177127,0.09747954090494923,0.0998070657498033,0.09725282592110154,0.09283211098500978,0.09352919023779387,0.09870072418528213,0.09555883700129883,0.09666383592430217,무통장입금_서울_일반주택_30평대_없음_Gold,1970_안드로이드_대중교통_70년대_세대초기
1,4,4,1900-01-01 14:00:00,1900-01-01 18:00:00,1,신용카드,서울,일반주택,미응답,없음,0.5,미응답,0,1971,0,안드로이드,대중교통,서울,0.0,0.0,1,0,4,2,3.0,9,시즌초,가을,16,중기,2019,9,시즌초,가을,18,중기,2019,9,시즌초,가을,23,말기,2019,10,시즌말,가을,14,중기,2019,70년대,세대초기,1,4,16,Gold,1,0,0,2,0,7,0,5,0,21,50,0,0,0,1.0,1,서울_서울,1,5.5,0.09569996374048786,0.09618557315177127,0.09747954090494923,0.0998070657498033,0.08631445594203078,0.09310382400472958,0.09584986146141038,0.09056352043403305,0.09555883700129883,0.09339647934212993,신용카드_서울_일반주택_미응답_없음_Gold,1971_안드로이드_대중교통_70년대_세대초기
0,1,1,1900-01-01 14:00:00,1900-01-01 18:00:00,0,신용카드,서울,일반주택,미응답,기타,0.5,미응답,0,1959,0,미응답,미응답,서울,0.5,0.5,1,0,8,3,3.0,10,시즌말,가을,15,중기,2019,10,시즌말,가을,12,중기,2019,10,시즌말,가을,15,중기,2019,10,시즌말,가을,15,중기,2019,50년대,세대말기,0,4,4,Silver,0,0,0,-3,1,0,0,3,0,0,62,1,1,1,1.0,1,서울_서울,1,6.5,0.09569996374048786,0.09185973412171929,0.08297784880763621,0.08443652483810683,0.08631445594203078,0.09310382400472958,0.09584986146141038,0.09870072418528213,0.09555883700129883,0.09339647934212993,신용카드_서울_일반주택_미응답_기타_Silver,1959_미응답_미응답_50년대_세대말기
0,1,1,1900-01-01 14:00:00,1900-01-01 18:00:00,0,신용카드,서울,일반주택,미응답,기타,0.5,미응답,0,1983,0,안드로이드,대중교통,천안/아산,1.0,1.0,1,0,4,2,4.0,9,시즌초,가을,16,중기,2019,9,시즌초,가을,11,중기,2019,9,시즌초,가을,16,중기,2019,9,시즌초,가을,16,중기,2019,80년대,세대중기,0,4,4,Silver,0,0,0,-5,1,0,0,5,0,0,38,1,1,1,1.0,0,서울_천안/아산,1,6.5,0.09569996374048786,0.09185973412171929,0.09747954090494923,0.0998070657498033,0.09725282592110154,0.09763101879129513,0.09584986146141038,0.09240079968707897,0.09555883700129883,0.09339647934212993,신용카드_서울_일반주택_미응답_기타_Silver,1983_안드로이드_대중교통_80년대_세대중기
1,4,1,1900-01-01 09:00:00,1900-01-01 13:00:00,1,무통장입금,서울,일반주택,30평대,없음,0.0,방,0,1971,0,안드로이드,대중교통,서울,0.0,0.0,1,0,1,2,3.0,2,휴식기,겨울,6,초기,2020,2,휴식기,겨울,1,초기,2021,2,휴식기,겨울,8,초기,2021,2,휴식기,겨울,8,초기,2021,70년대,세대초기,12,4,16,Gold,1,0,0,361,0,368,0,7,0,0,50,1,0,0,0.25,1,서울_서울,1,5.0,0.09569996374048786,0.09618557315177127,0.09747954090494923,0.0998070657498033,0.08631445594203078,0.09235113771073089,0.09515821094313318,0.09062124044830519,0.09634353371195928,0.09630763345093962,무통장입금_서울_일반주택_30평대_없음_Gold,1971_안드로이드_대중교통_70년대_세대초기
1,2,1,1900-01-01 09:00:00,1900-01-01 13:00:00,1,신용카드,서울,일반주택,40평대이상,개,0.0,미응답,0,1977,0,미응답,대중교통,서울,0.0,0.0,0,0,3,3,3.0,11,시즌말,가을,12,중기,2021,11,시즌말,가을,9,초기,2021,11,시즌말,가을,12,중기,2021,11,시즌말,가을,12,중기,2021,70년대,세대말기,0,4,8,Silver,0,0,0,-3,1,0,0,3,0,0,44,1,1,1,0.5,1,서울_서울,1,6.0,0.09569996374048786,0.09253928658095997,0.08297784880763621,0.0998070657498033,0.08631445594203078,0.09757308198306233,0.09584986146141038,0.09941155749123341,0.09555883700129883,0.09630763345093962,신용카드_서울_일반주택_40평대이상_개_Silver,1977_미응답_대중교통_70년대_세대말기
1,4,2,1900-01-01 09:00:00,1900-01-01 13:00:00,1,무통장입금,서울,일반주택,40평대이상,고양이,0.0,화장실,0,1969,0,안드로이드,대중교통,천안/아산,0.0,0.0,1,0,1,2,4.0,6,시즌초,여름,11,중기,2021,7,시즌초,여름,27,말기,2021,8,시즌초,여름,11,중기,2021,8,시즌초,여름,18,중기,2021,60년대,세대말기,2,4,16,Gold,1,0,0,46,0,61,0,15,0,7,52,0,0,0,0.5,0,서울_천안/아산,1,4.0,0.09569996374048786,0.09826389444862536,0.09747954090494923,0.0998070657498033,0.09725282592110154,0.09012129177309842,0.09352919023779387,0.0900411777606712,0.09555883700129883,0.09630763345093962,무통장입금_서울_일반주택_40평대이상_고양이_Gold,1969_안드로이드_대중교통_60년대_세대말기
1,7,2,1900-01-01 09:00:00,1900-01-01 13:00:00,1,신용카드,서울,일반주택,미응답,없음,0.5,미응답,0,1957,0,기타,자차,부산,0.0,0.0,1,0,4,2,2.0,1,휴식기,겨울,17,중기,2020,2,휴식기,겨울,4,초기,2020,2,휴식기,겨울,12,중기,2020,2,휴식기,겨울,19,중기,2020,50년대,세대말기,1,4,28,Gold,1,0,0,18,0,26,0,8,0,7,64,0,0,0,0.286,0,서울_부산,3,4.5,0.09569996374048786,0.09618557315177127,0.10556940924838637,0.08298623595246656,0.1012476013997158,0.09235113771073089,0.09515821094313318,0.09613076834927092,0.09555883700129883,0.09666383592430217,신용카드_서울_일반주택_미응답_없음_Gold,1957_기타_자차_50년대_세대말기
1,4,1,1900-01-01 14:00:00,1900-01-01 18:00:00,1,신용카드,서울,일반주택,미응답,없음,0.5,미응답,0,1966,0,기타,대중교통,광주,0.0,0.0,1,0,4,2,2.0,9,시즌초,가을,16,중기,2019,9,시즌초,가을,18,중기,2019,9,시즌초,가을,23,말기,2019,9,시즌초,가을,23,말기,2019,60년대,세대말기,0,4,16,Gold,1,0,0,2,0,7,0,5,0,0,55,1,0,0,0.25,0,서울_광주,3,4.5,0.09569996374048786,0.09618557315177127,0.10556940924838637,0.0998070657498033,0.10755870232596731,0.09763101879129513,0.09584986146141038,0.09944301522662426,0.09496963130241444,0.09339647934212993,신용카드_서울_일반주택_미응답_없음_Gold,1966_기타_대중교통_60년대_세대말기
0,1,1,1900-01-01 09:00:00,1900-01-01 13:00:00,1,무통장입금,서울,일반주택,40평대이상,없음,0.0,화장실,0,1961,0,미응답,미응답,서울,0.5,0.5,1,0,4,2,3.0,6,시즌초,여름,28,말기,2021,7,시즌초,여름,29,말기,2021,8,시즌초,여름,12,중기,2021,8,시즌초,여름,12,중기,2021,60년대,세대초기,1,4,4,Silver,0,0,0,31,0,45,0,14,0,0,60,1,0,0,1.0,1,서울_서울,1,4.0,0.09569996374048786,0.09618557315177127,0.08297784880763621,0.08443652483810683,0.08631445594203078,0.09012129177309842,0.09352919023779387,0.09941155749123341,0.09555883700129883,0.09630763345093962,무통장입금_서울_일반주택_40평대이상_없음_Silver,1961_미응답_미응답_60년대_세대초기
1,4,2,1900-01-01 09:00:00,1900-01-01 13:00:00,0,무통장입금,서울,일반주택,30평대,개,1.0,화장실,0,1970,0,안드로이드,대중교통,천안/아산,0.0,0.0,0,0,0,1,4.0,3,시즌초,봄,12,중기,2021,3,시즌초,봄,8,초기,2021,3,시즌초,봄,12,중기,2021,3,시즌초,봄,19,중기,2021,70년대,세대초기,0,4,16,Gold,1,0,0,-4,1,0,0,4,0,7,51,0,1,0,0.5,0,서울_천안/아산,1,4.0,0.09569996374048786,0.09253928658095997,0.09747954090494923,0.0998070657498033,0.09725282592110154,0.1040443085316416,0.09970934474115466,0.09613076834927092,0.09555883700129883,0.09630763345093962,무통장입금_서울_일반주택_30평대_개_Gold,1970_안드로이드_대중교통_70년대_세대초기
1,4,2,1900-01-01 14:00:00,1900-01-01 19:00:00,0,신용카드,서울,일반주택,40평대이상,없음,0.0,거실,0,1967,0,안드로이드,대중교통,서울,1.0,1.0,1,0,1,3,3.0,8,시즌초,여름,24,말기,2020,8,시즌초,여름,21,말기,2020,8,시즌초,여름,24,말기,2020,8,시즌초,여름,26,말기,2020,60년대,세대말기,0,5,20,Gold,1,0,1,-3,1,0,0,3,0,2,54,0,1,0,0.5,1,서울_서울,1,8.0,0.09569996374048786,0.09618557315177127,0.09747954090494923,0.0998070657498033,0.08631445594203078,0.09012129177309842,0.09352919023779387,0.08863175279238558,0.09496963130241444,0.09666383592430217,신용카드_서울_일반주택_40평대이상_없음_Gold,1967_안드로이드_대중교통_60년대_세대말기
1,10,8,1900-01-01 14:00:00,1900-01-01 18:00:00,1,신용카드,서울,일반주택,30평대,없음,0.0,화장실,0,1969,0,안드로이드,대중교통,서울,0.0,0.0,1,0,0,2,3.0,6,시즌초,여름,18,중기,2021,7,시즌초,여름,2,초기,2021,7,시즌초,여름,14,중기,2021,8,시즌초,여름,6,초기,2021,60년대,세대말기,2,4,40,Diamond,1,0,0,14,0,26,0,12,0,23,52,0,0,0,0.8,1,서울_서울,1,5.0,0.09569996374048786,0.09618557315177127,0.09747954090494923,0.0998070657498033,0.08631445594203078,0.09012129177309842,0.09352919023779387,0.09827058240479768,0.09634353371195928,0.09630763345093962,신용카드_서울_일반주택_30평대_없음_Diamond,1969_안드로이드_대중교통_60년대_세대말기
